# timestamp: 2026-08-03T23:41:46
# channel: 2
# psu_idn: PreReg,PSU-2CH-36V2A,SN00001,0.2.0
# dmm_idn: Siglent Technologies,SDM3065X,SDM36HCQ7R1239,3.02.01.12R1
# vmin_V: 0.0
# vmax_V: 36.0
# vstep_V: 0.5
# ilim_A: 0.05
# settle_s: 0.6
# dmm_range: AUTO
# nplc: 10.0
# dmm_samples: 3
# psu_samples: 3
# simulated: False
index,t_s,v_set,v_dmm,v_dmm_sd,v_psu,i_psu
0,4.009180900175124,0.0,0.019847895433333332,6.616440703537936e-05,0.019,0.0
1,7.5275616000872105,0.5,0.49977940600000004,0.0004873947394494566,0.49899999999999994,0.0
2,9.673040200024843,1.0,0.997188473,3.8562996265873924e-05,0.997,0.0
3,11.779857800109312,1.5,1.50523368,3.181092422423662e-05,1.5040000000000002,0.0
4,13.91866260021925,2.0,2.00143736,9.15391921527923e-05,2.001,0.0
5,17.460679000010714,2.5,2.5000517933333337,0.00010258261077449499,2.499,0.0
6,19.594832100206986,3.0,2.9954254833333334,2.5712318707872502e-05,2.9949999999999997,0.0
7,21.719068800099194,3.5,3.503733973333333,0.00010507685488867962,3.503,0.0
8,23.860628000227734,4.0,3.9998681833333336,8.350642869460122e-05,4.0,0.0
9,25.99302400019951,4.5,4.497792846666667,5.254221191923587e-05,4.496,0.0
10,28.1191637001466,5.0,4.995121026666666,4.1896783090308513e-05,4.994,0.0
11,30.256777200149372,5.5,5.5002403033333325,6.158335597628278e-05,5.499,0.0
12,32.376390900230035,6.0,5.998280286666667,0.00019856102395305185,5.9959999999999996,0.0
13,34.51036290009506,6.5,6.493317956666668,0.00013285167531236792,6.492,0.0
14,36.65846710000187,7.0,7.00067903,0.00011554977412359302,6.999,0.0
15,38.76973220007494,7.5,7.496397686666666,0.00013960494773924409,7.495,0.0
16,40.90798890008591,8.0,7.995539180000001,0.00011961016971826624,7.995,0.0
17,43.03971810010262,8.5,8.491363216666667,3.9453821529897546e-05,8.49,0.0
18,45.15997350006364,9.0,8.997163483333333,2.2383869936333835e-05,8.996,0.0
19,47.30769370007329,9.5,9.494924116666667,7.644366967431122e-05,9.493,0.0
20,49.432875300059095,10.0,9.990597043333333,3.5582907882010604e-05,9.989,0.0
21,51.56913519999944,10.5,10.488954166666666,5.133900401625755e-05,10.486666666666666,0.0
22,53.69272180018015,11.0,10.993370566666668,2.15551231348389e-05,10.991999999999999,0.0
23,55.813499900046736,11.5,11.492344066666668,9.069070147106541e-05,11.49,0.0
24,57.976495400071144,12.0,11.989177166666666,8.759368318086312e-05,11.988,0.0
25,60.077297600219026,12.5,12.497787866666664,4.072165680945795e-05,12.496,0.0
26,62.21036040014587,13.0,12.9947323,0.00010554046617293672,12.993,0.0
27,64.35935180005617,13.5,13.4926848,4.6208116170096785e-05,13.491999999999999,0.0
28,66.47398160002194,14.0,13.992578866666667,3.834649049570965e-05,13.99,0.0
29,68.60923550021835,14.5,14.498944799999999,0.0001324143874354721,14.497,0.0
30,70.74324980005622,15.0,14.999218633333333,0.0002457084518961388,14.997,0.0
31,72.87936710007489,15.5,15.496402666666667,5.3778186407804203e-05,15.495,0.0
32,75.00926770013757,16.0,15.996565133333334,9.566673054589327e-05,15.995,0.0
33,77.1430850001052,16.5,16.501673466666663,9.059670707772304e-05,16.501,0.0
34,79.25881900009699,17.0,16.9995673,0.00015885540595182867,16.998,0.0
35,81.3913878002204,17.5,17.4977793,0.0001530888304211805,17.494,0.0
36,83.52300900011323,18.0,17.994634233333333,0.0002251515563647907,17.993,0.0
37,85.65863720001653,18.5,18.502161366666666,2.1480766591169962e-05,18.499,0.0
38,87.78637860016897,19.0,18.9982041,0.0001958974987081124,18.996,0.0
39,89.92203010013327,19.5,19.497096066666668,0.00020105186727044984,19.495,0.0
40,92.05861650011502,20.0,20.002484766666665,0.00013036833715797798,20.001,0.0
41,94.71602970012464,20.5,20.5019255,5.1615114065690696e-05,20.5,0.0
42,96.85847940016538,21.0,20.997332966666665,4.644957839649947e-05,20.995,0.0
43,98.98002520017326,21.5,21.49486693333333,0.00015063815364253509,21.493,0.0
44,102.54193430021405,22.0,21.999532900000002,0.0004412632660897097,21.998,0.0
45,104.67456150008366,22.5,22.495374766666668,7.504800685677034e-05,22.494,0.0
46,106.80942630022764,23.0,22.9935524,0.00014909999999979107,22.992,0.0
47,108.9800253000576,23.5,23.489990633333335,1.72050380218969e-05,23.488,0.0
48,111.11494210013188,24.0,23.998098066666667,0.00025476346545920923,23.996,0.0
49,113.25775630003773,24.5,24.49441703333333,0.000193990833116623,24.493,0.0
50,115.38015720015392,25.0,24.993499233333335,1.72050380218969e-05,24.992,0.0
51,117.50787250022404,25.5,25.4902555,6.208969318737171e-05,25.488,0.0
52,119.65815540007316,26.0,25.996116599999997,0.00010470162367496894,25.995,0.0
53,121.79381220019422,26.5,26.494681933333336,1.72050380218969e-05,26.493,0.0
54,123.92918270011432,27.0,26.991786133333335,0.00026502008099925004,26.991,0.0
55,126.07286380021833,27.5,27.500718533333337,0.0001985158012179897,27.499,0.0
56,128.20833730022423,28.0,27.99764383333333,0.00015496081225020825,27.996,0.0
57,130.3425930000376,28.5,28.498137466666666,0.00040264252549091026,28.496,0.0
58,132.47830650000833,29.0,28.995172033333333,7.504800685865285e-05,28.994,0.0
59,134.6592572000809,29.5,29.502643366666664,8.945000465891935e-05,29.501,0.0
60,136.7633495000191,30.0,30.001427366666665,0.00014905000279646566,30.0,0.0
61,138.91222900012508,30.5,30.49874026666667,6.88201520875876e-05,30.497,0.0
62,141.058260000078,31.0,30.997365266666666,6.887788711518125e-05,30.997,0.0
63,143.18419110006653,31.5,31.50209316666667,0.00017972541092823793,31.5,0.0
64,145.32763660000637,32.0,32.00114556666667,4.5520251903349855e-05,32.0,0.0
65,147.463882900076,32.5,32.497146433333334,0.00013447543765593358,32.495,0.0001
66,149.6082405000925,33.0,32.99569186666667,0.000215693702583462,32.994,0.0
67,151.74401430017315,33.5,33.49930656666667,7.504800685865285e-05,33.498,0.0001
68,153.872168000089,34.0,33.995327333333336,0.00019404206588489564,33.994,0.0
69,156.01107020000927,34.5,34.49288873333333,9.585063031995874e-05,34.491,0.0001
70,158.15895750001073,35.0,34.9972887,0.0,34.996,0.0
71,160.28803210007027,35.5,35.49433323333334,0.00014705734709169233,35.492,0.0
72,162.45887690014206,36.0,35.98830643333333,4.5520251903349855e-05,35.986,0.0001
