# timestamp: 2026-08-04T16:04:26
# quantity: current
# channel: 2
# psu_idn: PreReg,PSU-2CH-36V2A,SN00001,0.2.0
# dmm_idn: Siglent Technologies,SDM3065X,SDM36HCQ7R1239,3.02.01.12R1
# min_A: 0.0
# max_A: 2.0
# step_A: 0.025
# companion: 2.0
# settle_s: 0.6
# dmm_range: 2
# nplc: 10.0
# dmm_samples: 3
# psu_samples: 3
# simulated: False
index,t_s,v_set,v_dmm,v_dmm_sd,v_psu,aux_psu,temp_c
53,115.96550410008058,1.325,1.3239262299999999,1.714730299584161e-06,1.326,0.1,46.4
54,118.12705640005879,1.35,1.34880436,2.2281501295938664e-05,1.351,0.102,46.7
55,120.26543090003543,1.375,1.3740802833333332,3.141640707231088e-05,1.3762999999999999,0.104,46.8
56,122.39159490005113,1.4,1.3988297666666665,5.1384173958392795e-06,1.4011000000000002,0.106,47.1
57,124.52027020021342,1.425,1.42423037,6.182548018404642e-06,1.4265,0.107,47.2
58,126.66524710017256,1.45,1.4489986566666666,1.042555194384582e-05,1.4514000000000002,0.109,47.4
59,128.79966510017402,1.475,1.4738926133333334,1.688256595821631e-05,1.4763,0.111,47.7
60,130.9465544000268,1.5,1.4992160333333333,1.2359491629257732e-05,1.5017000000000003,0.113,47.9
61,133.0768500000704,1.525,1.52398135,1.4840000000071463e-05,1.5264999999999997,0.115,48.2
62,135.21538900001906,1.55,1.5488198933333333,1.8060050756636795e-05,1.5515,0.117,48.4
63,137.36492520011961,1.575,1.5740413933333333,1.2942489456561008e-05,1.5767,0.119,48.5
64,139.51842720014974,1.6,1.5989333700000001,3.128092549775713e-05,1.6016000000000001,0.121,48.8
65,141.62627520016395,1.625,1.6241934633333333,1.5426799192703258e-05,1.6269,0.122,49.1
66,143.78255920019,1.65,1.6489469033333333,1.4943374228557115e-05,1.6518,0.124,49.4
67,145.92483630008064,1.675,1.6737033133333332,1.5235335025348217e-05,1.6765,0.126,49.5
68,148.06482490012422,1.7,1.6988891866666667,7.469701020327914e-06,1.7017999999999998,0.128,49.8
69,150.19749300018884,1.725,1.7237405966666668,5.935000702062363e-06,1.7267,0.13,50.1
70,152.33461080002598,1.75,1.7485148199999998,8.573651497408014e-06,1.7516,0.132,50.2
71,154.47899970016442,1.775,1.77374819,2.3059681264079157e-05,1.7768,0.134,50.5
72,156.6158137000166,1.8,1.7984056433333333,2.7424137786494593e-05,1.8015999999999999,0.136,50.8
73,158.76065350021236,1.825,1.8235984466666666,9.543585978667317e-06,1.8267999999999998,0.137,51.0
74,160.8861074000597,1.85,1.8484073066666669,9.068044625734747e-06,1.8517,0.139,51.1
75,163.02441870002076,1.875,1.873029136666667,2.6934040419728626e-05,1.8764,0.141,51.4
76,165.16562270000577,1.9,1.89831001,1.6347498279594914e-05,1.9017,0.143,51.7
77,167.310859200079,1.925,1.9229397566666666,9.069136305856036e-06,1.9264,0.145,52.0
78,169.4714995000977,1.95,1.9475041966666666,2.8317318611404634e-05,1.9511,0.147,52.3
79,171.57890920015052,1.975,1.9508577633333333,1.4644918345027096e-05,1.9544,0.147,52.5
80,173.74287479999475,2.0,1.9508152133333334,1.688256595821631e-05,1.9544,0.147,52.8
