# timestamp: 2026-08-04T00:02:04
# channel: 1
# psu_idn: PreReg,PSU-2CH-36V2A,SN00001,0.2.0
# dmm_idn: Siglent Technologies,SDM3065X,SDM36HCQ7R1239,3.02.01.12R1
# vmin_V: 0.0
# vmax_V: 36.0
# vstep_V: 0.5
# ilim_A: 0.05
# settle_s: 0.6
# dmm_range: AUTO
# nplc: 10.0
# dmm_samples: 3
# psu_samples: 3
# simulated: False
index,t_s,v_set,v_dmm,v_dmm_sd,v_psu,i_psu
0,3.5770288000348955,0.0,0.031594344133333334,0.0001356740758928308,0.032,0.0
1,7.132316299946979,0.5,0.4957905183333333,0.0005743765351547037,0.496,0.0
2,9.233374899951741,1.0,0.9967683703333333,2.207199133141494e-05,0.997,0.0
3,11.370150299975649,1.5,1.4988935066666667,0.00015196896799453622,1.5,0.0
4,13.500533699989319,2.0,1.9995253466666665,1.7849908496501723e-05,2.0,0.0
5,17.051134400069714,2.5,2.5016026533333333,6.71573833121711e-05,2.501,0.0
6,19.175646000076085,3.0,3.0021419166666665,4.921772072486996e-05,3.0020000000000002,0.0
7,21.304252000059932,3.5,3.495931936666667,1.695466995648195e-05,3.497,0.0
8,23.45470630005002,4.0,3.996030793333334,4.179150192719055e-05,3.996,0.0
9,25.583282599924132,4.5,4.497484663333334,4.784390173609717e-05,4.497,0.0
10,27.691728600068018,5.0,4.998523976666667,2.5713285152479048e-05,4.999,0.0
11,29.831615299917758,5.5,5.49868447,0.0001255554471139184,5.499,0.0
12,31.970368900103495,6.0,5.999872906666667,0.0001406921669223069,6.0,0.0
13,34.090765400091186,6.5,6.4909678,6.907029100837162e-05,6.491,0.0
14,36.225928799947724,7.0,6.99288594,0.0001007459095946639,6.994,0.0
15,38.37162959994748,7.5,7.493133916666667,3.325490389918598e-05,7.494,0.0
16,40.49720750004053,8.0,7.994326326666666,6.775113750563566e-05,7.994,0.0
17,42.633920199936256,8.5,8.494864593333334,4.034780580573134e-05,8.495,0.0
18,44.771106499945745,9.0,8.99435702,6.426928737717486e-05,8.994,0.0
19,46.87877509999089,9.5,9.486239280000001,5.4670128040962215e-05,9.486,0.0
20,49.005808300105855,10.0,9.986550880000001,3.9112071027345024e-05,9.987,0.0
21,51.14115060004406,10.5,10.4878825,8.10956842256214e-05,10.487,0.0
22,53.27629929990508,11.0,10.9882736,2.4261698208578973e-05,10.988,0.0
23,55.42197080003098,11.5,11.4905536,6.20896931863761e-05,11.49,0.0
24,57.540442100027576,12.0,11.990682266666667,3.0581748369379254e-05,11.99,0.0
25,59.68613800010644,12.5,12.483434433333334,8.977328852926963e-05,12.482999999999999,0.0
26,61.792840800015256,13.0,12.986612133333333,0.00011388245401885946,12.987,0.0
27,63.92693240009248,13.5,13.4890045,1.987737407222851e-05,13.488999999999999,0.0
28,66.0551686999388,14.0,13.991741766666665,4.346335621257229e-05,13.991999999999999,0.0
29,68.18388699996285,14.5,14.492921266666665,0.0001149305152401366,14.491999999999999,0.0
30,70.32159069995396,15.0,14.986894233333333,9.113870381604603e-05,14.985999999999999,0.0
31,72.45442260010168,15.5,15.486760433333336,5.520981192952206e-05,15.485999999999999,0.0
32,74.59653829992749,16.0,15.9882561,7.56365652308909e-05,15.988,0.0
33,76.72120460006408,16.5,16.489990333333335,4.332624301056673e-05,16.489,0.0
34,78.85266450000927,17.0,16.991358700000003,3.4641016166475397e-06,16.991,0.0
35,80.97113190009259,17.5,17.492808566666668,5.4291650678320576e-05,17.493,0.0
36,83.09807060007006,18.0,17.9849046,7.551562752236289e-05,17.984,0.0
37,85.23326359991916,18.5,18.486733233333332,5.468540329376735e-05,18.486,0.0
38,87.37109049991705,19.0,18.987974366666666,9.345813679657374e-05,18.987,0.0
39,89.50425080000423,19.5,19.489403366666668,7.836078951317561e-05,19.489,0.0
40,91.63266819994897,20.0,19.9908046,0.00010444888702148457,19.99,0.0
41,93.77083329996094,20.5,20.492173933333333,0.00015961561118305108,20.491,0.0
42,95.9045106000267,21.0,20.984619866666666,6.819217941595014e-05,20.984,0.0
43,98.02072039991617,21.5,21.485464333333336,5.1321567915365877e-05,21.485,0.0
44,100.15379870007746,22.0,21.987926266666665,2.7070709877973085e-05,21.987,0.0
45,103.73952779988758,22.5,22.486677500000003,0.001000304408667528,22.488,0.0
46,105.87031510006636,23.0,22.990202733333334,6.20736927644237e-05,22.990666666666666,0.0
47,108.00420710002072,23.5,23.4902491,0.00017889999999987083,23.491,0.0
48,110.13925800006837,24.0,23.98366563333333,2.985001395934343e-05,23.983999999999998,0.0
49,112.27462369995192,24.5,24.4860975,0.00014088573384233062,24.487,0.0
50,114.40473309997469,25.0,24.987436033333335,0.0001299525426207502,24.988,0.0
51,116.55482940003276,25.5,25.490762433333334,0.00012053424133096265,25.492,0.0
52,118.68482859991491,26.0,25.9934627,4.556391115847732e-05,25.994,0.0
53,120.8494738000445,26.5,26.4970376,6.208969318737171e-05,26.498,0.0
54,122.96773859998211,27.0,26.99019576666667,4.5520251903349855e-05,26.991,0.0
55,125.12133900006302,27.5,27.4926475,4.556391115847732e-05,27.493,0.0
56,127.23689149995334,28.0,27.995099266666667,0.0002986959211876015,27.996,0.0
57,129.39307989994995,28.5,28.49751123333333,0.00022769945835080668,28.498,0.0
58,131.5296948000323,29.0,28.9996946,8.6082925135027e-05,29.0,0.0
59,133.6730988000054,29.5,29.492465133333337,6.887788711518125e-05,29.493,0.0
60,135.81756790005602,30.0,29.995513233333337,9.108415522729883e-05,29.996,0.0
61,137.94562910008244,30.5,30.4976668,0.00023917171655415064,30.499,0.0
62,140.08534440002404,31.0,31.001052833333333,5.1672849093284353e-05,31.002,0.0
63,142.2250443000812,31.5,31.501337766666666,6.887788711518125e-05,31.501,0.0
64,144.36902399989776,32.0,32.0029049,6.208969318737171e-05,32.004,0.0
65,146.49556479998864,32.5,32.49562566666667,7.504800685865285e-05,32.496,0.0
66,148.6710463000927,33.0,32.9963678,2.9800000000079763e-05,32.998,0.0
67,150.77287909993902,33.5,33.49784543333334,0.00010475382252517578,33.498,0.0
68,152.93318619998172,34.0,33.99800113333333,0.00013447543765961024,33.999,0.0
69,155.07610669988208,34.5,34.499339633333335,0.000130009897060848,34.5,0.0
70,157.20465860003605,35.0,34.998918800000006,0.0002094601871501555,34.998,0.0
